id,Name,titleProject_id,class,score,login,password
324,Люцарева Яна Аркадьевна,376,11б,2,Люцарева_ЯА,G88mnAtW
325,Боготынина София Егоровна,63,11б,5,Боготынина_СЕ,6Muc0Gpy
326,Саюшкин Игорь Алексиевич,211,11х,5,Саюшкин_ИА,JLXNaO0V
327,Потешных Тамара Николаевна,468,11в,3,Потешных_ТН,qhtxnF3y
328,Незлина Жанна Василевна,426,8б,5,Незлина_ЖВ,xU4jyW4C
329,Федичева Вероника Кирилловна,37,7х,4,Федичева_ВК,1B02cvHA
330,Пустынкин Вадим Антонович,388,10в,5,Пустынкин_ВА,oROznfNt
331,Аринакова Ирина Михайловна,150,8в,5,Аринакова_ИМ,NQUdMlts
332,Обиралкова Мария Егоровна,294,11т,5,Обиралкова_МЕ,aMkNuSf5
333,Аристарова Валентина Максимовна,443,11г,2,Аристарова_ВМ,F5ZXsprx
334,Яуров Герасим Юрьевич,38,9а,5,Яуров_ГЮ,axJcCeYt
335,Духонькин Вячеслав Фёдорович,2,9в,4,Духонькин_ВФ,QM9jbGiQ
336,Гвасков Евгений Михаилович,402,9в,5,Гвасков_ЕМ,TJfq6wju
337,Жабынина Галина Николаевна,185,7х,5,Жабынина_ГН,n6JIJrmm
338,Шерюкова Виолетта Романовна,440,9б,4,Шерюкова_ВР,s6sJ8qNx
339,Колокатов Пётр Евгеньевич,484,10в,3,Колокатов_ПЕ,Q6IJskMj
340,Шайдуков Андрей Михаилович,317,9и,4,Шайдуков_АМ,tFFxluxH
341,Смирнягина Дарья Игоревна,425,10в,4,Смирнягина_ДИ,oFzX9dpK
342,Штырева Ева Олеговна,258,11и,2,Штырева_ЕО,0cjdDIj8
343,Ашукин Вячеслав Михаилович,191,10т,4,Ашукин_ВМ,ZBNkk20x
344,Рубченкова Галина Алексеевна,190,9в,3,Рубченкова_ГА,yVGZLbME
345,Зархин Иван Алексиевич,478,11и,5,Зархин_ИА,YAxq0rDI
346,Адиотов Дмитрий Павлович,156,7б,3,Адиотов_ДП,saZU9mh2
347,Тищенкова Раиса Валерьевна,79,7д,3,Тищенкова_РВ,W8UOpsIS
348,Лозеев Илья Петрович,205,10д,2,Лозеев_ИП,Iv5ni7vP
349,Кобяшов Герасим Михаилович,305,11т,2,Кобяшов_ГМ,y1H6yoBY
350,Ронова Клавдия Валерьевна,107,7и,4,Ронова_КВ,6hGvV1EN
351,Стрижнов Алексей Евгеньевич,385,11г,3,Стрижнов_АЕ,rEvRxNue
352,Волынский Алексей Виталиевич,362,11т,5,Волынский_АВ,v0nhC6kU
353,Машонский Василий Данилович,23,9д,5,Машонский_ВД,awUg1yob
354,Буриева Зинаида Аркадьевна,104,11д,4,Буриева_ЗА,OFUlwljE
355,Борщина Алёна Ивановна,377,11а,5,Борщина_АИ,07RBCzdX
356,Белчков Олег Иванович,275,10а,4,Белчков_ОИ,55mRHNtO
357,Остропиков Альберт Данилович,157,8г,2,Остропиков_АД,q2xWCeKZ
358,Оргонова Любовь Максимовна,264,7б,4,Оргонова_ЛМ,TjZmhHZJ
359,Мальков Юрий Евгеньевич,228,7г,3,Мальков_ЮЕ,HLL42r89
360,Свльхова Наталья Вадимовна,160,9т,5,Свльхова_НВ,sh1OcxOH
361,Мякушков Герасим Леонидович,102,10т,3,Мякушков_ГЛ,E3jUcGkh
362,Межуев Георгий Юриевич,355,8г,4,Межуев_ГЮ,rUxWRj6h
363,Чериншев Александр Сергеевич,439,8а,2,Чериншев_АС,4VoSa6JF
364,Муниров Алексей Андреевич,117,11г,3,Муниров_АА,zW4uPL6m
365,Климухин Руслан Романович,269,10в,3,Климухин_РР,6z5z3ujG
366,Дембская Екатерина Никитична,64,11б,4,Дембская_ЕН,OZowAXDO
367,Тюнеев Яков Фёдорович,417,10т,2,Тюнеев_ЯФ,jodisJ95
368,Трушитин Антон Данилович,168,9х,3,Трушитин_АД,qxKZyytg
369,Балакишиев Роман Алексиевич,143,11х,5,Балакишиев_РА,rj86M8Iy
370,Немтюрева Валерия Аркадьевна,12,10г,4,Немтюрева_ВА,fCyQzWLg
371,Складанова Клавдия Аркадьевна,257,9а,3,Складанова_КА,6T1XxMZ8
372,Заходина Полина Леонидовна,93,10д,4,Заходина_ПЛ,bVwyOCBb
373,Муринов Анатолий Борисович,171,11б,5,Муринов_АБ,LR0S0S0Z
374,Гришалова Любовь Евгеньевна,301,8т,3,Гришалова_ЛЕ,UsbM0Tfi
375,Ситчихин Станислав Георгиевич,247,8т,5,Ситчихин_СГ,z5bV2S82
376,Просяных Георгий Василиевич,366,9в,2,Просяных_ГВ,4r3SqDLj
377,Дзабиев Григорий Георгиевич,259,11д,5,Дзабиев_ГГ,IsLgAFFJ
378,Рыбаулин Григорий Алексеевич,140,11а,5,Рыбаулин_ГА,m47f0xfQ
379,Тупиева Екатерина Ивановна,400,7д,2,Тупиева_ЕИ,GjhtJna6
380,Куверчева Алена Ивановна,170,10д,3,Куверчева_АИ,txhSyGsv
381,Цаблинова Виктория Богдановна,342,9г,4,Цаблинова_ВБ,zg3I6bBB
382,Синенков Григорий Леонидович,230,9в,5,Синенков_ГЛ,AOe7lllG
383,Лизункин Артур Олегович,4,11в,5,Лизункин_АО,C2Ip0FLf
384,Славущева Александра Эдуардовна,81,8а,5,Славущева_АЭ,RDX8xqw7
385,Шахвердов Дмитрий Антонович,132,11б,2,Шахвердов_ДА,SRuVBrHY
386,Рапацкая Ольга Ивановна,223,10г,3,Рапацкая_ОИ,Ly8Brs3Z
387,Сторокожев Виталий Аркадиевич,159,9б,2,Сторокожев_ВА,B5fu8S4i
388,Половодов Кирилл Николаевич,18,8т,5,Половодов_КН,YTBX84Id
389,Халтанова Алена Дмитриевна,49,8б,3,Халтанова_АД,Ql7f3Y7i
390,Заложнев Роман Фёдорович,448,8в,4,Заложнев_РФ,x6tb0tEf
391,Рыжих Кристина Аркадьевна,213,7а,4,Рыжих_КА,fIwh3RBT
392,Буров Руслан Игоревич,405,11и,5,Буров_РИ,Gc4mrfpl
393,Гачков Виталий Евгеньевич,277,9т,4,Гачков_ВЕ,IODx6oXd
394,Кадилов Геннадий Борисович,225,10в,3,Кадилов_ГБ,2bPdKeRw
395,Гликина Алёна Эдуардовна,454,9б,3,Гликина_АЭ,ALbIgNOI
396,Ичкинина Любовь Андреевна,299,8г,5,Ичкинина_ЛА,qV7snpTC
397,Мозшорина Кира Дмитриевна,65,8б,3,Мозшорина_КД,SSxIJgku
398,Брижеватов Константин Борисович,152,11т,2,Брижеватов_КБ,6IMSS6QV
399,Бучеров Тарас Викторович,429,10д,4,Бучеров_ТВ,tfPW7lie
400,Мисютина Валерия Эдуардовна,368,9г,2,Мисютина_ВЭ,s42ARuVS
401,Льянов Федор Вадимович,328,8а,4,Льянов_ФВ,9Cn6fpae
402,Щуркин Георгий Яковлевич,180,8в,4,Щуркин_ГЯ,SmJnrT9Q
403,Акулин Федор Адамович,241,10г,4,Акулин_ФА,TYeX78eY
404,Волженкова Екатерина Ивановна,233,9д,4,Волженкова_ЕИ,ShArncqm
405,Махометова София Викторовна,424,8и,3,Махометова_СВ,YLhsXxmP
406,Зызлов Геннадий Антонович,274,7в,3,Зызлов_ГА,istGWBnB
407,Девляшова Кира Олеговна,51,11д,5,Девляшова_КО,wo0UtVsB
408,Яковкина Алена Никитична,320,9т,5,Яковкина_АН,icE5HIoo
409,Бузулев Вадим Николаевич,331,10д,3,Бузулев_ВН,khrE59Fc
410,Ганельский Юрий Юриевич,474,9д,3,Ганельский_ЮЮ,5zD717nt
411,Шкапрова Ева Ивановна,371,7б,5,Шкапрова_ЕИ,wiWav02C
412,Чичирин Владимир Георгиевич,11,10а,4,Чичирин_ВГ,rGiMdnGM
413,Шилова Надежда Викторовна,124,9б,2,Шилова_НВ,uB4CG1py
414,Коваев Руслан Михаилович,487,9т,3,Коваев_РМ,4fdSPMYE
415,Саверина Надежда Андреевна,407,11б,4,Саверина_НА,rLs55Ags
416,Тишанкин Олег Адамович,334,9д,3,Тишанкин_ОА,TUZRbpz9
417,Широпаев Валерий Сергеевич,406,9б,2,Широпаев_ВС,gz8qEjvC
418,Щепанин Олег Адамович,226,7а,3,Щепанин_ОА,UJvOBv8k
419,Оплетин Владислав Аркадиевич,361,10х,4,Оплетин_ВА,6RlKDZej
420,Оденова Карина Андреевна,409,8и,4,Оденова_КА,D1PXX8Ww
421,Семагин Альберт Андреевич,456,10х,4,Семагин_АА,oByvw9OP
422,Черданцева Анастасия Олеговна,128,8х,3,Черданцева_АО,3T3MpKPJ
423,Лонцова Елизавета Эдуардовна,224,7х,3,Лонцова_ЕЭ,NXGwHMyB
424,Сарсекеева Алёна Никитична,462,11и,4,Сарсекеева_АН,gawrd3hz
425,Аковецкий Антон Евгеньевич,500,8б,4,Аковецкий_АЕ,8uQiCFYk
426,Аратский Станислав Борисович,351,9и,2,Аратский_СБ,QAmLqTLx
427,Чужриков Пётр Денисович,200,9в,3,Чужриков_ПД,4S13c8WO
428,Никитшин Алексей Кириллович,111,11и,3,Никитшин_АК,4Vi6e5q8
429,Симендяев Василий Алексиевич,45,8д,4,Симендяев_ВА,PKu1lvG8
430,Ошитков Максим Сергеевич,151,10г,4,Ошитков_МС,PwdkYP3j
431,Юрасов Евгений Романович,338,9и,3,Юрасов_ЕР,yxs09gUk
432,Головяшин Павел Юриевич,179,7г,5,Головяшин_ПЮ,zmDR0l0R
433,Манжурина Екатерина Сергеевна,219,7т,3,Манжурина_ЕС,XZUDCHqk
434,Никурашин Олег Евгеньевич,291,11х,2,Никурашин_ОЕ,tXa5iUQR
435,Бехтерев Федор Вадимович,137,9х,3,Бехтерев_ФВ,uMXfTfTJ
436,Годлевская Катерина Дмитриевна,403,11г,3,Годлевская_КД,6eJFxq5o
437,Акиярова Алина Эдуардовна,9,11а,4,Акиярова_АЭ,rIxg4euh
438,Милина Алена Петровна,359,8г,3,Милина_АП,siLUwhre
439,Воловин Борис Викторович,350,7т,2,Воловин_БВ,y7nVpCtY
440,Туморина Ксения Федоровна,133,8б,5,Туморина_КФ,I5UxFro8
441,Желейков Вячеслав Яковлевич,199,8г,3,Желейков_ВЯ,PJWOq2qw
442,Шишорнина Екатерина Алексеевна,183,8т,3,Шишорнина_ЕА,o7ij6ygW
443,Юумогулова Виолетта Игоревна,311,10х,3,Юумогулова_ВИ,85UVztos
444,Рецков Денис Денисович,85,10д,2,Рецков_ДД,fC27SuAS
445,Химунина Елизавета Ивановна,392,7д,2,Химунина_ЕИ,9iRoFA7t
446,Кобрянов Александр Алексиевич,455,7т,2,Кобрянов_АА,pvVQW18y
447,Бирылов Тарас Данилович,243,11а,3,Бирылов_ТД,6uuMqP4I
448,Туфатулин Ярослав Леонидович,485,8х,4,Туфатулин_ЯЛ,f03fB6cd
449,Долбишев Николай Аркадиевич,292,10б,5,Долбишев_НА,5fKHFso5
450,Махтумова Алёна Эдуардовна,186,10б,4,Махтумова_АЭ,QUOlvFyj
451,Нарзаркин Алексей Романович,423,10т,2,Нарзаркин_АР,3DeQtOJT
452,Куранина Алена Леонидовна,196,9б,4,Куранина_АЛ,YVUzbWcH
453,Ситюков Аркадий Евгеньевич,32,10в,3,Ситюков_АЕ,zhQRc7Mz
454,Мизюрова Алиса Никитична,176,7г,4,Мизюрова_АН,cIjzJFc0
455,Пандурова Алиса Дмитриевна,130,9б,2,Пандурова_АД,qVbD0CkE
456,Жилейкин Борис Тимофеевич,91,7в,2,Жилейкин_БТ,B0IdnhZx
457,Корпункова Виолетта Сергеевна,83,11а,3,Корпункова_ВС,JhjKiTaG
458,Пашохонова Анастасия Федоровна,467,9в,4,Пашохонова_АФ,smNFhpn7
459,Сузальцева Тамара Михайловна,357,8х,4,Сузальцева_ТМ,wn56KTMH
460,Чиличкина Светлана Яковлевна,5,8в,5,Чиличкина_СЯ,PjLTyNn8
461,Шантыкова Карина Максимовна,198,10д,3,Шантыкова_КМ,5kJX42hp
462,Недосекин Владислав Яковлевич,457,10а,4,Недосекин_ВЯ,b1yl0sOc
463,Максимкин Федор Фёдорович,172,10г,2,Максимкин_ФФ,L4iiGf9M
464,Матбиюшина Виктория Игоревна,237,8д,2,Матбиюшина_ВИ,ZITFuHvf
465,Шишкунов Герасим Юрьевич,110,8т,4,Шишкунов_ГЮ,tDIgq5KO
466,Сухинин Георгий Алексиевич,475,10х,4,Сухинин_ГА,LIuhHptp
467,Бисеева Полина Романовна,48,7д,5,Бисеева_ПР,e7OkChRr
468,Жукулов Михаил Денисович,60,11г,3,Жукулов_МД,m0fLhId8
469,Тоняев Герасим Петрович,378,9т,5,Тоняев_ГП,lUW2ZN87
470,Шушенкова Алёна Олеговна,36,7и,2,Шушенкова_АО,drdqRpFq
471,Разроев Дмитрий Павлович,59,9а,2,Разроев_ДП,5v0DwEEq
472,Баззаев Анатолий Данилович,339,9д,2,Баззаев_АД,e40I8jdE
473,Цекова Алла Олеговна,50,8д,2,Цекова_АО,jGAAZ0V9
474,Аборонова Алиса Алексеевна,444,7г,5,Аборонова_АА,NCDIINbu
475,Ягловская Ева Олеговна,181,8в,4,Ягловская_ЕО,xW3ggYJy
476,Шароварова Яна Романовна,175,8а,4,Шароварова_ЯР,nlUQJl86
477,Общев Яков Викторович,466,8а,4,Общев_ЯВ,tPJ7is5s
478,Ойзерская Катерина Эдуардовна,120,7х,2,Ойзерская_КЭ,fjsg0F5l
479,Прусский Ярослав Иванович,479,11б,2,Прусский_ЯИ,2kvugciE
480,Лабинов Павел Алексеевич,272,7б,5,Лабинов_ПА,J1hZSV0b
481,Покровов Эдуард Павлович,312,8б,2,Покровов_ЭП,QkO1EWky
482,Мачехин Эдуард Данилович,19,7д,3,Мачехин_ЭД,6e9v7A3C
483,Кодорская Раиса Ивановна,27,11б,3,Кодорская_РИ,jMBoMgbM
484,Кондраева Марина Ивановна,469,9д,3,Кондраева_МИ,ixxeaauU
485,Бульенков Валентин Иванович,136,10т,4,Бульенков_ВИ,1IuBvI4D
486,Тагакова Вероника Яковлевна,393,8т,4,Тагакова_ВЯ,nhxfObNY
487,Гершанова Любовь Евгеньевна,383,11т,5,Гершанова_ЛЕ,mjskY9vw
488,Салина Алена Егоровна,73,11в,5,Салина_АЕ,KOg7orKS
489,Фрумова Зинаида Аркадьевна,78,8а,4,Фрумова_ЗА,x6wnWvnf
490,Хорняков Борис Борисович,13,8г,2,Хорняков_ББ,GmZaBDNJ
491,Гдагазина Лиза Василевна,212,9т,5,Гдагазина_ЛВ,Qj5hLsTj
492,Агаршев Ярослав Михаилович,276,9т,2,Агаршев_ЯМ,im6bE5I3
493,Корюшин Пётр Антонович,326,8х,2,Корюшин_ПА,cnhyo6Cz
494,Калаев Пётр Алексиевич,68,8а,3,Калаев_ПА,GM0A96ZR
495,Ккаталкина Виолетта Егоровна,53,7б,2,Ккаталкина_ВЕ,dUzv83TD
496,Рачнов Герасим Алексеевич,103,10а,5,Рачнов_ГА,UEV4Cr1Z
497,Миндубаева Людмила Леонидовна,477,11и,2,Миндубаева_ЛЛ,73npwuBL
498,Агафьева Вера Ивановна,352,11х,3,Агафьева_ВИ,1V1iFkPJ
499,Житин Эдуард Адамович,481,9а,5,Житин_ЭА,48104GYp
