id,Name,titleProject_id,class,score,login,password
324,Люцарева Яна Аркадьевна,376,11б,2,Люцарева_ЯА,lBJLR78p
325,Боготынина София Егоровна,63,11б,5,Боготынина_СЕ,gHYi7tvy
326,Саюшкин Игорь Алексиевич,211,11х,5,Саюшкин_ИА,3mhGrZS8
327,Потешных Тамара Николаевна,468,11в,3,Потешных_ТН,A5J96dAE
328,Незлина Жанна Василевна,426,8б,5,Незлина_ЖВ,EQMtjbWi
329,Федичева Вероника Кирилловна,37,7х,4,Федичева_ВК,2cJj77JG
330,Пустынкин Вадим Антонович,388,10в,5,Пустынкин_ВА,FOeXMNkm
331,Аринакова Ирина Михайловна,150,8в,5,Аринакова_ИМ,5kbTiUyL
332,Обиралкова Мария Егоровна,294,11т,5,Обиралкова_МЕ,EHggxMUc
333,Аристарова Валентина Максимовна,443,11г,2,Аристарова_ВМ,cTXLXhl8
334,Яуров Герасим Юрьевич,38,9а,5,Яуров_ГЮ,CMVq5yqs
335,Духонькин Вячеслав Фёдорович,2,9в,4,Духонькин_ВФ,PUOVPiuH
336,Гвасков Евгений Михаилович,402,9в,5,Гвасков_ЕМ,cfQ8AuIb
337,Жабынина Галина Николаевна,185,7х,5,Жабынина_ГН,3C18L4Qz
338,Шерюкова Виолетта Романовна,440,9б,4,Шерюкова_ВР,MC2aeG8X
339,Колокатов Пётр Евгеньевич,484,10в,3,Колокатов_ПЕ,WViONv8G
340,Шайдуков Андрей Михаилович,317,9и,4,Шайдуков_АМ,W1tJodPj
341,Смирнягина Дарья Игоревна,425,10в,4,Смирнягина_ДИ,zX5T5Fon
342,Штырева Ева Олеговна,258,11и,2,Штырева_ЕО,OQwBWoOu
343,Ашукин Вячеслав Михаилович,191,10т,4,Ашукин_ВМ,9dlrA489
344,Рубченкова Галина Алексеевна,190,9в,3,Рубченкова_ГА,Vr5ANpux
345,Зархин Иван Алексиевич,478,11и,5,Зархин_ИА,MJKBo7sb
346,Адиотов Дмитрий Павлович,156,7б,3,Адиотов_ДП,4TQyahJr
347,Тищенкова Раиса Валерьевна,79,7д,3,Тищенкова_РВ,AmG6h6Jl
348,Лозеев Илья Петрович,205,10д,2,Лозеев_ИП,mbqUjboq
349,Кобяшов Герасим Михаилович,305,11т,2,Кобяшов_ГМ,N4rbs07u
350,Ронова Клавдия Валерьевна,107,7и,4,Ронова_КВ,5vgrAbAq
351,Стрижнов Алексей Евгеньевич,385,11г,3,Стрижнов_АЕ,6OfBpZOG
352,Волынский Алексей Виталиевич,362,11т,5,Волынский_АВ,ce0TXFhT
353,Машонский Василий Данилович,23,9д,5,Машонский_ВД,h4Ce46vi
354,Буриева Зинаида Аркадьевна,104,11д,4,Буриева_ЗА,Bs4mXQMI
355,Борщина Алёна Ивановна,377,11а,5,Борщина_АИ,2V44tMJ4
356,Белчков Олег Иванович,275,10а,4,Белчков_ОИ,eWN1rdVs
357,Остропиков Альберт Данилович,157,8г,2,Остропиков_АД,dRuycngf
358,Оргонова Любовь Максимовна,264,7б,4,Оргонова_ЛМ,tV9AR0NW
359,Мальков Юрий Евгеньевич,228,7г,3,Мальков_ЮЕ,5wjvQCiS
360,Свльхова Наталья Вадимовна,160,9т,5,Свльхова_НВ,PXaEhrhW
361,Мякушков Герасим Леонидович,102,10т,3,Мякушков_ГЛ,caknZZjs
362,Межуев Георгий Юриевич,355,8г,4,Межуев_ГЮ,LvwCtqrM
363,Чериншев Александр Сергеевич,439,8а,2,Чериншев_АС,T6YwG0Me
364,Муниров Алексей Андреевич,117,11г,3,Муниров_АА,qBRLBA83
365,Климухин Руслан Романович,269,10в,3,Климухин_РР,hPYs2bNR
366,Дембская Екатерина Никитична,64,11б,4,Дембская_ЕН,gqAI75I1
367,Тюнеев Яков Фёдорович,417,10т,2,Тюнеев_ЯФ,tG9z1BRs
368,Трушитин Антон Данилович,168,9х,3,Трушитин_АД,rhHKZeOA
369,Балакишиев Роман Алексиевич,143,11х,5,Балакишиев_РА,uFkaiqFs
370,Немтюрева Валерия Аркадьевна,12,10г,4,Немтюрева_ВА,MaDs14FU
371,Складанова Клавдия Аркадьевна,257,9а,3,Складанова_КА,Xs9WBeV2
372,Заходина Полина Леонидовна,93,10д,4,Заходина_ПЛ,BbZQ6ZyO
373,Муринов Анатолий Борисович,171,11б,5,Муринов_АБ,b36Wful4
374,Гришалова Любовь Евгеньевна,301,8т,3,Гришалова_ЛЕ,EFHbazGG
375,Ситчихин Станислав Георгиевич,247,8т,5,Ситчихин_СГ,ff2nKDGt
376,Просяных Георгий Василиевич,366,9в,2,Просяных_ГВ,uYTdiZWd
377,Дзабиев Григорий Георгиевич,259,11д,5,Дзабиев_ГГ,EXOmXgpF
378,Рыбаулин Григорий Алексеевич,140,11а,5,Рыбаулин_ГА,UOPdEkxu
379,Тупиева Екатерина Ивановна,400,7д,2,Тупиева_ЕИ,jHV8UE47
380,Куверчева Алена Ивановна,170,10д,3,Куверчева_АИ,dXOyteKX
381,Цаблинова Виктория Богдановна,342,9г,4,Цаблинова_ВБ,qDJpMjSr
382,Синенков Григорий Леонидович,230,9в,5,Синенков_ГЛ,MgEXaU7E
383,Лизункин Артур Олегович,4,11в,5,Лизункин_АО,6xSRId3n
384,Славущева Александра Эдуардовна,81,8а,5,Славущева_АЭ,JYTowkPw
385,Шахвердов Дмитрий Антонович,132,11б,2,Шахвердов_ДА,5kLu8iln
386,Рапацкая Ольга Ивановна,223,10г,3,Рапацкая_ОИ,BAPD2501
387,Сторокожев Виталий Аркадиевич,159,9б,2,Сторокожев_ВА,MuBWdo8r
388,Половодов Кирилл Николаевич,18,8т,5,Половодов_КН,2sUjjBpU
389,Халтанова Алена Дмитриевна,49,8б,3,Халтанова_АД,g3itD5AK
390,Заложнев Роман Фёдорович,448,8в,4,Заложнев_РФ,QyKrmAuC
391,Рыжих Кристина Аркадьевна,213,7а,4,Рыжих_КА,aVgv7vaz
392,Буров Руслан Игоревич,405,11и,5,Буров_РИ,EGlUbCRn
393,Гачков Виталий Евгеньевич,277,9т,4,Гачков_ВЕ,ILn1mlwI
394,Кадилов Геннадий Борисович,225,10в,3,Кадилов_ГБ,hde3SAnO
395,Гликина Алёна Эдуардовна,454,9б,3,Гликина_АЭ,a0IszA6F
396,Ичкинина Любовь Андреевна,299,8г,5,Ичкинина_ЛА,iV505Qjd
397,Мозшорина Кира Дмитриевна,65,8б,3,Мозшорина_КД,kv9WBK80
398,Брижеватов Константин Борисович,152,11т,2,Брижеватов_КБ,J6UkdEpi
399,Бучеров Тарас Викторович,429,10д,4,Бучеров_ТВ,t1e0LyjY
400,Мисютина Валерия Эдуардовна,368,9г,2,Мисютина_ВЭ,4tSgVBJE
401,Льянов Федор Вадимович,328,8а,4,Льянов_ФВ,GdcLqDOz
402,Щуркин Георгий Яковлевич,180,8в,4,Щуркин_ГЯ,AuuKoNmt
403,Акулин Федор Адамович,241,10г,4,Акулин_ФА,rCQFhcNY
404,Волженкова Екатерина Ивановна,233,9д,4,Волженкова_ЕИ,s1RG4l3q
405,Махометова София Викторовна,424,8и,3,Махометова_СВ,JnomJ7vT
406,Зызлов Геннадий Антонович,274,7в,3,Зызлов_ГА,K8HLYvup
407,Девляшова Кира Олеговна,51,11д,5,Девляшова_КО,IVooTkZI
408,Яковкина Алена Никитична,320,9т,5,Яковкина_АН,6iytx2p0
409,Бузулев Вадим Николаевич,331,10д,3,Бузулев_ВН,JcYy8JQO
410,Ганельский Юрий Юриевич,474,9д,3,Ганельский_ЮЮ,xPlzsBB0
411,Шкапрова Ева Ивановна,371,7б,5,Шкапрова_ЕИ,sHHZ0qPj
412,Чичирин Владимир Георгиевич,11,10а,4,Чичирин_ВГ,KyyenN90
413,Шилова Надежда Викторовна,124,9б,2,Шилова_НВ,brZqO8mX
414,Коваев Руслан Михаилович,487,9т,3,Коваев_РМ,l5Ybgk4q
415,Саверина Надежда Андреевна,407,11б,4,Саверина_НА,OrMNnCUr
416,Тишанкин Олег Адамович,334,9д,3,Тишанкин_ОА,kPJBeJTj
417,Широпаев Валерий Сергеевич,406,9б,2,Широпаев_ВС,iJBkyKp4
418,Щепанин Олег Адамович,226,7а,3,Щепанин_ОА,f6Jxdqi6
419,Оплетин Владислав Аркадиевич,361,10х,4,Оплетин_ВА,Pu7LC4GO
420,Оденова Карина Андреевна,409,8и,4,Оденова_КА,FRfHAj0R
421,Семагин Альберт Андреевич,456,10х,4,Семагин_АА,VbjRljSh
422,Черданцева Анастасия Олеговна,128,8х,3,Черданцева_АО,nk4fzmlv
423,Лонцова Елизавета Эдуардовна,224,7х,3,Лонцова_ЕЭ,tXgnzxHH
424,Сарсекеева Алёна Никитична,462,11и,4,Сарсекеева_АН,iomW4fRx
425,Аковецкий Антон Евгеньевич,500,8б,4,Аковецкий_АЕ,ZdhtVhFX
426,Аратский Станислав Борисович,351,9и,2,Аратский_СБ,5EwpHchJ
427,Чужриков Пётр Денисович,200,9в,3,Чужриков_ПД,6HABntLU
428,Никитшин Алексей Кириллович,111,11и,3,Никитшин_АК,TTyOXsAe
429,Симендяев Василий Алексиевич,45,8д,4,Симендяев_ВА,YRhFwjPT
430,Ошитков Максим Сергеевич,151,10г,4,Ошитков_МС,xILOR4sD
431,Юрасов Евгений Романович,338,9и,3,Юрасов_ЕР,kk4jbG9h
432,Головяшин Павел Юриевич,179,7г,5,Головяшин_ПЮ,4fO30nEc
433,Манжурина Екатерина Сергеевна,219,7т,3,Манжурина_ЕС,9IXvOTe2
434,Никурашин Олег Евгеньевич,291,11х,2,Никурашин_ОЕ,X2XoLiTw
435,Бехтерев Федор Вадимович,137,9х,3,Бехтерев_ФВ,uGuN9MjN
436,Годлевская Катерина Дмитриевна,403,11г,3,Годлевская_КД,rdq23Ofk
437,Акиярова Алина Эдуардовна,9,11а,4,Акиярова_АЭ,PSue9YAj
438,Милина Алена Петровна,359,8г,3,Милина_АП,yJgKBeVn
439,Воловин Борис Викторович,350,7т,2,Воловин_БВ,KzY47Gay
440,Туморина Ксения Федоровна,133,8б,5,Туморина_КФ,hJqlczOx
441,Желейков Вячеслав Яковлевич,199,8г,3,Желейков_ВЯ,bshnDvEH
442,Шишорнина Екатерина Алексеевна,183,8т,3,Шишорнина_ЕА,0ZjWB66e
443,Юумогулова Виолетта Игоревна,311,10х,3,Юумогулова_ВИ,cBH93LnL
444,Рецков Денис Денисович,85,10д,2,Рецков_ДД,zfdnCMar
445,Химунина Елизавета Ивановна,392,7д,2,Химунина_ЕИ,q3K0JjTx
446,Кобрянов Александр Алексиевич,455,7т,2,Кобрянов_АА,52dibXMk
447,Бирылов Тарас Данилович,243,11а,3,Бирылов_ТД,cpqgzQ4b
448,Туфатулин Ярослав Леонидович,485,8х,4,Туфатулин_ЯЛ,rut9ePd2
449,Долбишев Николай Аркадиевич,292,10б,5,Долбишев_НА,HXjm3Zrv
450,Махтумова Алёна Эдуардовна,186,10б,4,Махтумова_АЭ,6TlaV4t1
451,Нарзаркин Алексей Романович,423,10т,2,Нарзаркин_АР,ViLPBo1R
452,Куранина Алена Леонидовна,196,9б,4,Куранина_АЛ,se6OXfXb
453,Ситюков Аркадий Евгеньевич,32,10в,3,Ситюков_АЕ,D9qyw9Rd
454,Мизюрова Алиса Никитична,176,7г,4,Мизюрова_АН,wL2Q6P4i
455,Пандурова Алиса Дмитриевна,130,9б,2,Пандурова_АД,1vQr76kT
456,Жилейкин Борис Тимофеевич,91,7в,2,Жилейкин_БТ,sKePpqSC
457,Корпункова Виолетта Сергеевна,83,11а,3,Корпункова_ВС,Zhm4bfSW
458,Пашохонова Анастасия Федоровна,467,9в,4,Пашохонова_АФ,a6vroK3K
459,Сузальцева Тамара Михайловна,357,8х,4,Сузальцева_ТМ,BLkASpzG
460,Чиличкина Светлана Яковлевна,5,8в,5,Чиличкина_СЯ,LQmoB9Yo
461,Шантыкова Карина Максимовна,198,10д,3,Шантыкова_КМ,MPsDijbL
462,Недосекин Владислав Яковлевич,457,10а,4,Недосекин_ВЯ,QcHEkGwa
463,Максимкин Федор Фёдорович,172,10г,2,Максимкин_ФФ,vtcJ18U7
464,Матбиюшина Виктория Игоревна,237,8д,2,Матбиюшина_ВИ,5WwVhoSl
465,Шишкунов Герасим Юрьевич,110,8т,4,Шишкунов_ГЮ,Vv1uYQEA
466,Сухинин Георгий Алексиевич,475,10х,4,Сухинин_ГА,eaCv28HS
467,Бисеева Полина Романовна,48,7д,5,Бисеева_ПР,LOLNwEYH
468,Жукулов Михаил Денисович,60,11г,3,Жукулов_МД,yIIXbiFj
469,Тоняев Герасим Петрович,378,9т,5,Тоняев_ГП,Ue6e0YQt
470,Шушенкова Алёна Олеговна,36,7и,2,Шушенкова_АО,dO6dtI7f
471,Разроев Дмитрий Павлович,59,9а,2,Разроев_ДП,sbI0GA7d
472,Баззаев Анатолий Данилович,339,9д,2,Баззаев_АД,uX8mImTt
473,Цекова Алла Олеговна,50,8д,2,Цекова_АО,y0e97QGU
474,Аборонова Алиса Алексеевна,444,7г,5,Аборонова_АА,BC0TNxF5
475,Ягловская Ева Олеговна,181,8в,4,Ягловская_ЕО,xxncN44f
476,Шароварова Яна Романовна,175,8а,4,Шароварова_ЯР,Ymytok2T
477,Общев Яков Викторович,466,8а,4,Общев_ЯВ,MHVbJyHc
478,Ойзерская Катерина Эдуардовна,120,7х,2,Ойзерская_КЭ,5Q5mSKjj
479,Прусский Ярослав Иванович,479,11б,2,Прусский_ЯИ,BD5b2mKp
480,Лабинов Павел Алексеевич,272,7б,5,Лабинов_ПА,Is0c6oWM
481,Покровов Эдуард Павлович,312,8б,2,Покровов_ЭП,4Mxtkaaw
482,Мачехин Эдуард Данилович,19,7д,3,Мачехин_ЭД,XOI7aebJ
483,Кодорская Раиса Ивановна,27,11б,3,Кодорская_РИ,FGEwczFX
484,Кондраева Марина Ивановна,469,9д,3,Кондраева_МИ,b1AIy3Hp
485,Бульенков Валентин Иванович,136,10т,4,Бульенков_ВИ,tlLDir43
486,Тагакова Вероника Яковлевна,393,8т,4,Тагакова_ВЯ,niUvUM7N
487,Гершанова Любовь Евгеньевна,383,11т,5,Гершанова_ЛЕ,oNIg6Hhw
488,Салина Алена Егоровна,73,11в,5,Салина_АЕ,zhCOGCmw
489,Фрумова Зинаида Аркадьевна,78,8а,4,Фрумова_ЗА,lejzbUmN
490,Хорняков Борис Борисович,13,8г,2,Хорняков_ББ,IW8kpK3D
491,Гдагазина Лиза Василевна,212,9т,5,Гдагазина_ЛВ,kKbBy8Yx
492,Агаршев Ярослав Михаилович,276,9т,2,Агаршев_ЯМ,6e7FHhpy
493,Корюшин Пётр Антонович,326,8х,2,Корюшин_ПА,wPdWQvZ5
494,Калаев Пётр Алексиевич,68,8а,3,Калаев_ПА,hN1PXUny
495,Ккаталкина Виолетта Егоровна,53,7б,2,Ккаталкина_ВЕ,lyxQvNzf
496,Рачнов Герасим Алексеевич,103,10а,5,Рачнов_ГА,GgrzCrXg
497,Миндубаева Людмила Леонидовна,477,11и,2,Миндубаева_ЛЛ,VNHzs63j
498,Агафьева Вера Ивановна,352,11х,3,Агафьева_ВИ,PQdJNCPY
499,Житин Эдуард Адамович,481,9а,5,Житин_ЭА,SLyiKAIC
